agent,scenario,seed,finished,dnf,dnf_reason,total_time_s,total_time_min,laps_completed,mean_lap_time_s,best_lap_s,worst_lap_s,lap_time_std_s,pit_stops,compounds_used,n_compounds,off_track_count,fuel_remaining_kg,final_tyre_wear_pct
RL,Mixed,47,True,False,,6038.014,100.634,52,116.116,71.898,145.794,17.025,3,Hard+Medium+Wet,3,6,2.261,32.658
RL,Mixed,48,True,False,,6074.497,101.242,52,116.817,71.898,152.071,17.939,3,Hard+Medium+Wet,3,4,2.248,25.844
RL,Mixed,49,True,False,,6160.332,102.672,52,118.468,71.898,148.5,17.971,3,Hard+Medium+Soft+Wet,4,14,2.297,48.772
RL,Mixed,50,True,False,,6191.253,103.188,52,119.063,71.898,148.382,18.711,3,Hard+Medium+Soft+Wet,4,9,2.299,37.352
RL,Mixed,51,True,False,,6096.867,101.614,52,117.247,71.898,145.856,17.234,3,Hard+Medium+Wet,3,10,2.258,29.249
RL,Mixed,52,True,False,,6027.916,100.465,52,115.921,71.898,145.794,16.915,3,Hard+Medium+Wet,3,6,2.264,33.793
RL,Mixed,53,True,False,,6052.85,100.881,52,116.401,71.898,152.071,17.736,3,Hard+Medium+Wet,3,4,2.252,28.121
RL,Mixed,54,True,False,,6218.367,103.639,52,119.584,71.898,145.856,18.307,3,Hard+Medium+Soft+Wet,4,14,2.302,39.221
RL,Mixed,55,True,False,,6096.622,101.61,52,117.243,71.898,145.968,17.06,3,Hard+Medium+Wet,3,9,2.255,29.253
RL,Mixed,56,True,False,,6022.156,100.369,52,115.811,71.898,152.071,17.397,3,Hard+Medium+Wet,3,4,2.26,31.526
